Reviewed,Reviewer,Date,Content
138852,138164,Dec 10 2020,"
COVID Study ~22 mins
"
138853,77790,Dec 10 2020,"
COVID Study ~22 mins
"
138854,90240,Dec 09 2020,"
Do 1 search in Google Images and enter race and link
"
138855,96453,Dec 09 2020,"
Listen to audio files and compare audio quality
"
138856,11357,Dec 09 2020,"
Answer a survey about your game experience
"
138857,90240,Dec 09 2020,"
Verify and Collect data from Online Pet Store Websites
"
138858,97093,Dec 09 2020,"
Framing Label Assessment
"
138859,97765,Dec 09 2020,"
A survey about information security in organizations
"
138860,97765,Dec 09 2020,"
Patient Perspectives on Anesthetics
"
138861,97765,Dec 09 2020,"
Answer a short survey about certain attributes of different characters(~ 20 minutes)
"
138862,109202,Dec 09 2020,"
Investigation of Attitudes Towards Groups(~ 25 minutes)
"
138863,97765,Dec 09 2020,"
~2 Min Survey // $0.25(~ 2 minutes)
"
138864,109202,Dec 09 2020,"
Complete a Visual Search Task Aided by Machine Learning (10-15 min; no mobile devices)
"
138865,135617,Dec 09 2020,"
A 30 minute Remesh Conversation - 3:10 pm ET / 12:10 pm PT
"
138866,106430,Dec 09 2020,"
Answer a survey about trade
"
138867,43099,Dec 09 2020,"
Cyber experiences and reactions on social media(~ 15 minutes)
"
138868,14515,Dec 09 2020,"
The role of Parent Child Relationships and Further Child Rearing Decisions
"
138869,60967,Dec 09 2020,"
Personality Perception Study - Orange Module(~ 90 minutes)
"
138870,97765,Dec 09 2020,"
Short Survey on Ice Cream &amp; Chocolate Companies (~ 8 minutes)
"
138871,56633,Dec 09 2020,"
Short survey on you work experience $2.00 (~ 15 minutes)
"
138872,97765,Dec 09 2020,"
Labeling pdf : identify the text boxes
"
138873,54142,Dec 09 2020,"
Answer a survey about chatbots
"
138874,54142,Dec 09 2020,"
Academic study regarding performance in a simple task
"
138875,54920,Dec 09 2020,"
Short survey on you work experience(~ 15 minutes)
"
138876,138055,Dec 09 2020,"
Native English speakers only! - Read a short story and answer some questions
"
138877,74522,Dec 09 2020,"
15-20min Survey on Reading and Rating News Texts
"
138878,97765,Dec 09 2020,"
How would you feel in this customer scenario?
"
138879,122106,Dec 09 2020,"
Survey on consumers(~ 2 minutes)
"
138880,31178,Dec 09 2020,"
Fun Psychology Study(~ 5 minutes)
"
138881,97765,Dec 09 2020,"
Games study(~ 6 minutes)
"
138882,114443,Dec 09 2020,"
Participate in ongoing experimental philosophy studies online(~ 10 minutes)
"
138883,114443,Dec 09 2020,"
Streaming Services
"
138884,5390,Dec 08 2020,"
Read Instructions - Create unique sku content - aka product description for 10 items for the website thecloseout.com
"
138885,109202,Dec 08 2020,"
Business Perceptions Survey(~ 67 minutes)
"
138886,97110,Dec 08 2020,"
Everyday Reasoning
"
138887,5390,Dec 08 2020,"
How natural (i.e. human-sounding) is this recording?
"
138888,135617,Dec 08 2020,"
Cannon Game - Psychology Experiment (~25 mins)
"
138889,77772,Dec 08 2020,"
Ideal mobile voice assistant experiences
"
138890,97765,Dec 08 2020,"
Reflecting on life experiences(~ 10 minutes)
"
138891,97765,Dec 08 2020,"
Survey on visual properties of materials
"
138892,68432,Dec 08 2020,"
""Participate in a research study on the spread of misinformation""
"
138893,60967,Dec 08 2020,"
6mins_Online News Survey
"
138894,60967,Dec 08 2020,"
people's preference 2nd part(~ 20 minutes)
"
138895,97121,Dec 08 2020,"
A study of memory
"
138896,138249,Dec 08 2020,"
How natural (i.e. human-sounding) is this recording?
"
138897,53912,Dec 08 2020,"
Car owner survey
"
138898,53912,Dec 08 2020,"
What is your preferred poem in each category?
"
138899,97765,Dec 08 2020,"
A quick survey
"
138900,74522,Dec 08 2020,"
8 min survey - 2 small task
"
138901,5390,Dec 08 2020,"
Trace polygons around the requested item(s)
"
138902,45633,Dec 08 2020,"
Classify Business Reviews
"
138903,97765,Dec 08 2020,"
Academic Research Survey (20 Minutes)(~ 20 minutes)
"
138904,34181,Dec 08 2020,"
Classify Business Reviews
"
138905,96716,Dec 08 2020,"
2 min. follow-up to Video Game Study - Invite Only
"
138906,5390,Dec 08 2020,"
Draw a door, window and wall samples
"
138907,97765,Dec 08 2020,"
Consumer Welfare Study(~ 20 minutes)
"
138908,138457,Dec 08 2020,"
Link Company Impact Report/Page
"
138909,74522,Dec 08 2020,"
Participate in a behavioral experiment and do some good
"
138910,97765,Dec 08 2020,"
Answer a survey about your opinions, it's very short!
"
138911,28080,Dec 08 2020,"
Short survey (~ 5 minutes)
"
138912,15695,Dec 07 2020,"
Short survey about value estimation (about 3 mins)
"
138913,15695,Dec 07 2020,"
Answer a survey about Facebook posts
"
138914,15695,Dec 07 2020,"
Validation of quality discount for meat thermometer 
"
138915,97110,Dec 07 2020,"
Purchase Intention
"
138916,89990,Dec 07 2020,"
Chrome Browser users: Participants needed for advertising study
"
138917,15695,Dec 07 2020,"
Academic survey. Less than 10 minutes. 
"
138918,31178,Dec 07 2020,"
Chrome Browser users: Participants needed for advertising study
"
138919,97765,Dec 07 2020,"
Aesthetic Evaluations(~ 15 minutes)
"
138920,15695,Dec 07 2020,"
Survey on Corporate Social Responsibilities (C Type)
"
138921,122106,Dec 07 2020,"
2-3 min survey on health information (~ 2 minutes)
"
138922,15695,Dec 07 2020,"
Study on Consumer Preferences(~ 10 minutes)
"
138923,15695,Dec 07 2020,"
DELIVERY DRIVERS ONLY!!!
"
138924,15695,Dec 07 2020,"
Sound perception experiment (approx. $0.9-$1.4 bonus upon completion!)
"
138925,15695,Dec 07 2020,"
Rank 4 options, 1 written response
"
138926,15695,Dec 07 2020,"
Check volume discount and tax calculation.
"
138927,15695,Dec 07 2020,"
Short qualification test for today
"
138928,15695,Dec 07 2020,"
Answer a survey about discounts
"
138929,128043,Dec 07 2020,"
Academic study regarding performance in a simple task
"
138930,90240,Dec 07 2020,"
2-3 min survey on health information (~ 2 minutes)
"
138931,4812,Dec 07 2020,"
One-question survey on a duo of Marvel superheroes
"
138932,122106,Dec 07 2020,"
Stanford Survey(~ 5 minutes)
"
138933,114443,Dec 07 2020,"
Survey: Online/Offline Attitudes and Behaviors - HIT + BONUS (~ 13 minutes)
"
138934,97765,Dec 07 2020,"
Personality and Leadership
"
138935,54142,Dec 07 2020,"
Participate in a research study on the spread of misinformation
"
138936,138365,Dec 07 2020,"
Video Psychology Study
"
138937,90240,Dec 07 2020,"
Meal Labelling Task
"
138938,90240,Dec 07 2020,"
Copy Document Heading and Match Image
"
138939,68432,Dec 07 2020,"
""Message Fatigue Survey(~ 10 minutes)""; ""Stress Survey(~ 10 minutes)""
"
138940,74522,Dec 07 2020,"
Conversation Study ($1 for ~7 minutes)(~ 7 minutes)
"
138941,138164,Dec 07 2020,"
Answer a survey that tests your visual perception. 10 mins, requires good internet speed or else may take much longer.
"
138942,99611,Dec 07 2020,"
Memory of Everyday Events Session 2(~ 30 minutes)
"
138943,43083,Dec 07 2020,"
Social media engagement ~20-25 mins (MOBILE/TABLET ONLY)(~ 20 minutes)
"
138944,68432,Dec 07 2020,"
""""Academic Study on Characteristics of a Good Teammate - 2 phases within Assignment, $1 + potential $5(~ 45 minutes)
"
138945,97765,Dec 07 2020,"
Short survey on opinions (7 minutes)(~ 7 minutes)
"
138946,90240,Dec 07 2020,"
Survey about household spending ~10 minutes
"
138947,138451,Dec 07 2020,"
Probability Guessing Study
"
138948,96716,Dec 07 2020,"
Answer a survey about impression management
"
138949,5390,Dec 07 2020,"
Countries quiz
"
138950,114443,Dec 07 2020,"
Towards equipping humanoid robots with human-like expressive behaviors
"
138951,114443,Dec 07 2020,"
Academic Survey: Please take 7-minute survey(~ 10 minutes)
"
138952,5390,Dec 06 2020,"
Situational Judgment Test
"
138953,97110,Dec 06 2020,"
Online Communication
"
138954,97110,Dec 06 2020,"
Do a 10-min Consumer Survey to get $0.60! 
"
138955,109202,Dec 06 2020,"
A brief screening survey for study participation
"
138956,29307,Dec 06 2020,"
Perceptions of Current Events
"
138957,122106,Dec 06 2020,"
Memory of Everyday Events Session 2(~ 30 minutes)
"
138958,122106,Dec 06 2020,"
American Foreign Policy in the Changing World
"
138959,122106,Dec 06 2020,"
~20-25 Minutes. Very Brief Attitude Survey
"
138960,56633,Dec 06 2020,"
Survey about Security Software Updates
"
138961,30448,Dec 06 2020,"
Survey about motherhood experiences for mothers of children 0-18 years old.
"
138962,56633,Dec 06 2020,"
Pick the categorization rule that has the higher probability of giving a reward $5.00
"
138963,30448,Dec 06 2020,"
Improve an object detection engine (possible 0.50$ bonus) (~ 25 minutes)
"
138964,28080,Dec 06 2020,"
Consumer Survey(~ 3 minutes)
"
138965,137488,Dec 06 2020,"
Psychological experiment: Detect motion in random dot motion.
"
138966,28080,Dec 06 2020,"
Opinion and Belief Survey(~ 4 minutes)
"
138967,28080,Dec 06 2020,"
Effects of Anxiety/Procrastination on Performance
"
138968,90240,Dec 06 2020,"
Read a short newspaper article!
"
138969,114443,Dec 06 2020,"
Read a short newspaper article!
"
138970,48737,Dec 06 2020,"
~20-25 Minutes. Very Brief Attitude Survey
"
138971,43412,Dec 06 2020,"
Brand research
"
138972,56633,Dec 06 2020,"
~20-25 Minutes. Very Brief Attitude Survey 2.75
"
138973,97765,Dec 06 2020,"
Album Cover Opinions
"
138974,115987,Dec 06 2020,"
~20-25 Minutes. Very Brief Attitude Survey
"
138975,122106,Dec 06 2020,"
Social Media Use Questionnaire(~ 20 minutes)
"
138976,96716,Dec 06 2020,"
Probability Guessing Study
"
138977,10866,Dec 06 2020,"
Answer a survey about your opinions of nut products. 
"
138978,28080,Dec 06 2020,"
Study (~ 2 minutes)
"
138979,97765,Dec 06 2020,"
Hexagon Board compensation HIT (P02R02)(RT)
"
138980,97765,Dec 06 2020,"
Answer a survey about social campaign
"
138981,97765,Dec 06 2020,"
9 minute - Short and Easy Survey(~ 9 minutes)
"
138982,97765,Dec 06 2020,"
Short survey
"
138983,97765,Dec 06 2020,"
Choose the correct expression category for the video
"
138984,90240,Dec 06 2020,"
Social Science Survey(~ 5 minutes)
"
138985,73519,Dec 05 2020,"
Probability Guessing Study
"
138986,68432,Dec 05 2020,"
""Survey: Online/Offline Attitudes and Behaviors - HIT + BONUS (~ 13 minutes)""
"
138987,137765,Dec 05 2020,"
Rating study ($1.00 completion payment + $1.25 bonus)(~ 15 minutes)
"
138988,68432,Dec 05 2020,"
""Longitudinal and follow-up survey (2nd round; US-C)""; ""Longitudinal and follow-up survey (1st round; US2)""
"
138989,97765,Dec 05 2020,"
The impact of product characteristics on consumer valuation(~ 20 minutes)
"
138990,4464,Dec 05 2020,"
What is your preferred poem in each category?
"
138991,103420,Dec 05 2020,"
Survey: Online/Offline Attitudes and Behaviors - HIT + BONUS (~ 13 minutes)
"
138992,90240,Dec 05 2020,"
 Behavior Questionare(~ 4 minutes)
"
138993,77790,Dec 05 2020,"
 Workplace Opinions(~ 10 minutes)
"
138994,103420,Dec 05 2020,"
Would you go to the ED during COVID?
"
138995,35178,Dec 05 2020,"
Receipt Transcription
"
138996,90240,Dec 05 2020,"
Is this website based in the United States?
"
138997,453,Dec 05 2020,"
null
"
138998,133644,Dec 05 2020,"
Register 
"
138999,96716,Dec 05 2020,"
Rate the Video Streaming Session Quality
"
139000,97765,Dec 05 2020,"
Survey to assess computer mindfulness
"
139001,97093,Dec 05 2020,"
 ""Fool the model - Natural Language Sentiment Analysis""
"
139002,5390,Dec 05 2020,"
Answer a survey about your opinions
"
139003,106430,Dec 05 2020,"
Answer a survey about health attitude
"
139004,119959,Dec 04 2020,"
Ideological Opinions Post Study Survey (Group 74)
"
139005,97110,Dec 04 2020,"
Learn about COVID graphs
"
139006,72006,Dec 04 2020,"
Religious Orientation and Sexual Behaviors	
"
139007,26992,Dec 04 2020,"
Play a very short Unity game twice
"
139008,77772,Dec 04 2020,"
Download, Rename, and Upload excel file from database
"
139009,31284,Dec 04 2020,"
Research survey about your opinions
"
139010,90240,Dec 04 2020,"
Consumer Research(~ 4 minutes)
"
139011,28080,Dec 04 2020,"
Short 5 minute survey for $1(~ 5 minutes)
"
139012,31284,Dec 04 2020,"
Comparison of different presentation formats of Shingles vaccinations (over 55 years)
"
139013,28080,Dec 04 2020,"
One-page survey
"
139014,28080,Dec 04 2020,"
Fun estimates study!(~ 20 minutes)
"
139015,38768,Dec 04 2020,"
Probability Guessing Study 
"
139016,90240,Dec 04 2020,"
Experiences in Everyday Life
"
139017,97093,Dec 04 2020,"
Answer a survey about science experiments
"
139018,114443,Dec 04 2020,"
Perceptions of Police Searches
"
139019,114443,Dec 04 2020,"
Perceptions of Social Issues(~ 7 minutes)
"
139020,28080,Dec 04 2020,"
Decision Making Study(~ 5 minutes)
"
139021,28080,Dec 04 2020,"
Short research study on decision making with bonus(~ 5 minutes)
"
139022,28080,Dec 04 2020,"
2 studies in 1: Consumer Behavior &amp; Memory pilot task (native English, US born &amp; raised)(~ 10 minutes)
"
139023,133644,Dec 04 2020,"
Answer a survey about your opinions
"
139024,97765,Dec 04 2020,"
Answer a survey about your opinions
"
139025,87022,Dec 04 2020,"
Emotional Maintenance(~ 60 minutes)
"
139026,10866,Dec 04 2020,"
Short Survey on Home Decor and Consumption Preferences(~ 10 minutes)
"
139027,108263,Dec 04 2020,"
Emerging Social Norms and Political Beliefs
"
139028,66242,Dec 04 2020,"
Read news stories and answer a few questions
"
139029,51377,Dec 04 2020,"
Participate in a research study on the spread of misinformation
"
139030,56633,Dec 04 2020,"
Probability Guessing Study
"
139031,97093,Dec 04 2020,"
Emerging Social Norms and Political Beliefs
"
139032,58382,Dec 04 2020,"
Emerging Social Norms and Political Beliefs
"
139033,90240,Dec 03 2020,"
Check volume discount and tax calculation.
"
139034,106430,Dec 03 2020,"
Emerging Social Norms and Political Beliefs
"
139035,138431,Dec 03 2020,"
Collect 4 data points from the website (&lt; 1 min)
"
139036,60871,Dec 03 2020,"
Survey about fairness and explanations of artificial intelligence systems
"
139037,54142,Dec 03 2020,"
Read about a criminal case &amp; answer questionnaire (~ 30 min)
"
139038,60871,Dec 03 2020,"
Willingness to Travel to Mexico Post COVID
"
139039,97110,Dec 03 2020,"
Answer some questionnaires about your imagination, memory, cognition and dreams
"
139040,5390,Dec 03 2020,"
Find the official email address of this trucking company:
"
139041,54142,Dec 03 2020,"
Determine Types of Charitable Investments of Company
"
139042,54142,Dec 03 2020,"
Experiment on Decision Making
"
139043,4812,Dec 03 2020,"
Object rating
"
139044,35270,Dec 03 2020,"
Word Puzzle Study(~ 5 minutes)
"
139045,43083,Dec 03 2020,"
Experiment on Decision Making
"
139046,121638,Dec 03 2020,"
Original Photo Upload Required: Survey on Electronic Cigarette Use/Vaping
"
139047,97110,Dec 03 2020,"
Research about memory
"
139048,42430,Dec 03 2020,"
Academic Research Survey (20 Minutes)(~ 20 minutes)
"
139049,138429,Dec 03 2020,"
Determine (Y/N) if Company adheres to GRI Standard for reporting
"
139050,106430,Dec 03 2020,"
An Assessment of Ultimate Values Among Atheists and Agnostics
"
139051,33282,Dec 03 2020,"
[Up to $13 in &lt;35 mins] Interact with Norby! A spoken AI assistant
"
139052,33282,Dec 03 2020,"
Measuring Collective Intelligence(~ 70 minutes)
"
139053,114443,Dec 03 2020,"
Academic Research Survey (20 Minutes)(~ 20 minutes)
"
139054,114947,Dec 03 2020,"
Answer a brief survey on consumer behavior
"
139055,53286,Dec 03 2020,"
Link Company's Impact Report/Page
"
139056,68432,Dec 03 2020,"
""Recruiting for 10 minute interactive survey 12/4/2020 at 11am Pacific / 2pm Eastern / 8pm BST (UK)(~ 1 minutes)""
"
139057,74522,Dec 03 2020,"
Graboxy ??draw letters for a safer internet
"
139058,93518,Dec 03 2020,"
Individual experiences with the COVID-19 Pandemic
"
139059,138428,Dec 03 2020,"
Answer a Short Survey about Smartphones
"
139060,115987,Dec 03 2020,"
Part Two: Read more passages and answer more questions
"
139061,38768,Dec 03 2020,"
Predicting HITs bonuses(~ 25 minutes)
"
139062,122106,Dec 03 2020,"
Financial decision making(~ 10 minutes)
"
139063,5390,Dec 03 2020,"
Answer a survey about your opinions on a product
"
